"","BCAS1","HERC1","VTN","AREG","CISH","GRB14","RAP2C","INSIG2","FRAS1","SYNPO2L","MGAT5B","TMC7","MT1X","SESTD1","MT1M","RBPMS.AS1","LINC00052","LOO_ELPD","Sensitivity","Specificity","Accuracy","TP","TN","FP","FN","Current_ELPD","Acceptance"
"1",1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,NA,-80.7894569734511,NA,0.68503937007874,0.68503937007874,0,87,40,0,-81,1
"2",1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1,-80.6412331141441,NA,0.68503937007874,0.68503937007874,0,87,40,0,-80.7894569734511,1
"3",1,3,4,5,6,7,8,9,10,11,12,13,15,16,17,1,NA,-80.9969615122992,NA,0.68503937007874,0.68503937007874,0,87,40,0,-80.6412331141441,0.700662895729623
"4",1,4,5,6,7,8,9,10,11,12,13,15,16,17,1,NA,NA,-81.1380874578462,NA,0.68503937007874,0.68503937007874,0,87,40,0,-80.9969615122992,0.868379936224037
"5",1,4,5,6,7,8,9,10,11,12,13,15,16,17,1,14,NA,-80.8897705671453,NA,0.68503937007874,0.68503937007874,0,87,40,0,-81.1380874578462,1
"6",1,4,5,6,7,8,9,10,11,12,13,15,16,17,1,NA,NA,-81.1141623057052,NA,0.68503937007874,0.68503937007874,0,87,40,0,-80.8897705671453,0.799002073132757
"7",1,4,5,6,7,8,9,10,11,12,15,16,17,1,NA,NA,NA,-80.7219288311341,NA,0.68503937007874,0.68503937007874,0,87,40,0,-81.1141623057052,1
"8",1,4,5,6,7,8,9,10,11,15,16,17,1,NA,NA,NA,NA,-81.1582782122388,NA,0.68503937007874,0.68503937007874,0,87,40,0,-80.7219288311341,NA
"9",1,4,5,6,7,8,9,10,11,12,15,16,17,1,2,NA,NA,-80.0756936330756,0,0.682539682539683,0.677165354330709,0,86,40,1,-80.7219288311341,1
"10",1,4,5,6,7,8,9,10,11,12,15,16,17,1,2,3,NA,-79.6347970099164,0.5,0.688,0.68503937007874,1,86,39,1,-80.0756936330756,1
"11",1,4,5,6,8,9,10,11,12,15,16,17,1,2,3,NA,NA,-80.0593674261112,0,0.68,0.669291338582677,0,85,40,2,-79.6347970099164,NA
"12",1,4,5,6,7,8,9,10,11,12,15,16,1,2,3,NA,NA,-79.5524416646389,0.25,0.682926829268293,0.669291338582677,1,84,39,3,-79.6347970099164,1
"13",1,4,5,6,7,8,9,10,11,12,16,1,2,3,NA,NA,NA,-78.5796587326682,0.625,0.705882352941177,0.700787401574803,5,84,35,3,-79.5524416646389,1
"14",2,12,9,8,16,4,10,3,6,7,5,1,11,14,NA,NA,NA,-77.8729514957107,0.636363636363636,0.71551724137931,0.708661417322835,7,83,33,4,-78.5796587326682,1
"15",6,3,10,5,7,16,8,14,11,2,4,9,1,15,NA,NA,NA,-79.7906625049181,0,0.68,0.669291338582677,0,85,40,2,-77.8729514957107,NA
"16",2,12,4,7,3,5,10,16,14,1,11,6,8,13,NA,NA,NA,-79.8498894825179,0,0.682539682539683,0.677165354330709,0,86,40,1,-77.8729514957107,NA
"17",2,12,9,8,16,4,10,3,6,7,1,11,14,NA,NA,NA,NA,-76.6095652486819,0.727272727272727,0.724137931034483,0.724409448818898,8,84,32,3,-77.8729514957107,1
"18",2,12,9,8,16,4,10,3,6,7,1,11,NA,NA,NA,NA,NA,-77.1525430767145,0.6,0.709401709401709,0.700787401574803,6,83,34,4,-76.6095652486819,NA
"19",2,12,9,8,16,4,10,3,6,7,1,11,14,5,NA,NA,NA,-77.8443239578173,0.555555555555556,0.703389830508475,0.692913385826772,5,83,35,4,-76.6095652486819,NA
"20",2,12,9,8,16,4,10,3,6,7,1,11,14,15,NA,NA,NA,-78.0116761551284,0.5,0.697478991596639,0.68503937007874,4,83,36,4,-76.6095652486819,0.246076969843257
"21",16,1,12,3,6,7,11,14,8,15,2,10,4,17,NA,NA,NA,-78.8101709135897,0.6,0.69672131147541,0.692913385826772,3,85,37,2,-78.0116761551284,NA
"22",2,12,9,8,16,4,10,3,6,7,1,11,14,NA,NA,NA,NA,-76.6886355604979,0.636363636363636,0.71551724137931,0.708661417322835,7,83,33,4,-78.0116761551284,1
"23",2,12,9,8,16,4,3,6,7,1,11,14,NA,NA,NA,NA,NA,-76.2766369339706,0.727272727272727,0.724137931034483,0.724409448818898,8,84,32,3,-76.6886355604979,1
"24",2,12,9,8,16,4,3,6,7,1,11,14,13,NA,NA,NA,NA,-77.8610547961333,0.75,0.714285714285714,0.716535433070866,6,85,34,2,-76.2766369339706,NA
"25",2,12,9,8,16,4,3,6,7,11,14,NA,NA,NA,NA,NA,NA,-76.1743445618854,0.833333333333333,0.739130434782609,0.748031496062992,10,85,30,2,-76.2766369339706,1
"26",7,6,2,8,3,9,4,16,11,12,17,NA,NA,NA,NA,NA,NA,-77.0025119750321,0.8,0.726495726495726,0.732283464566929,8,85,32,2,-76.1743445618854,NA
"27",2,12,8,16,4,3,6,7,11,14,NA,NA,NA,NA,NA,NA,NA,-76.9724339888961,0.888888888888889,0.728813559322034,0.740157480314961,8,86,32,1,-76.1743445618854,NA
"28",12,3,4,8,7,6,14,9,16,11,17,NA,NA,NA,NA,NA,NA,-77.7108286088769,1,0.725,0.740157480314961,7,87,33,0,-76.1743445618854,NA
"29",2,12,9,8,16,4,3,6,7,11,14,15,NA,NA,NA,NA,NA,-77.8674955457398,0.625,0.705882352941177,0.700787401574803,5,84,35,3,-76.1743445618854,0.183939021010136
"30",2,12,9,8,16,4,3,6,7,11,14,15,17,NA,NA,NA,NA,-77.9108193439712,0.714285714285714,0.708333333333333,0.708661417322835,5,85,35,2,-77.8674955457398,0.957601270263909
"31",8,14,11,6,3,7,17,2,4,12,16,9,1,NA,NA,NA,NA,-76.4751962637022,0.9,0.735042735042735,0.748031496062992,9,86,31,1,-77.9108193439712,1
"32",8,14,11,6,3,7,17,2,4,12,16,9,1,15,NA,NA,NA,-77.8528270964978,0.857142857142857,0.716666666666667,0.724409448818898,6,86,34,1,-76.4751962637022,NA
"33",17,9,11,1,7,16,6,2,4,14,8,12,13,NA,NA,NA,NA,-78.4332847290166,0.5,0.694214876033058,0.68503937007874,3,84,37,3,-76.4751962637022,0.141127934188317
"34",17,9,11,1,7,16,6,2,4,14,12,13,NA,NA,NA,NA,NA,-78.8282892471148,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-78.4332847290166,0.673676995503139
"35",17,9,11,1,7,16,6,2,4,14,12,13,10,NA,NA,NA,NA,-79.0108547354104,0.25,0.682926829268293,0.669291338582677,1,84,39,3,-78.8282892471148,0.833130081872692
"36",17,9,11,1,7,16,6,2,4,14,12,13,10,5,NA,NA,NA,-79.9256647586535,NA,0.68503937007874,0.68503937007874,0,87,40,0,-79.0108547354104,NA
"37",7,13,12,11,14,9,6,10,17,16,1,4,15,NA,NA,NA,NA,-80.8683181535042,NA,0.68503937007874,0.68503937007874,0,87,40,0,-79.0108547354104,NA
"38",17,9,11,1,7,16,6,2,14,12,13,10,NA,NA,NA,NA,NA,-77.3376543152286,0.571428571428571,0.7,0.692913385826772,4,84,36,3,-79.0108547354104,1
"39",13,11,17,10,16,2,14,12,7,1,9,8,NA,NA,NA,NA,NA,-77.9062028128457,0.5,0.694214876033058,0.68503937007874,3,84,37,3,-77.3376543152286,NA
"40",7,14,12,11,9,16,6,1,13,17,10,15,NA,NA,NA,NA,NA,-80.020146665159,0,0.682539682539683,0.677165354330709,0,86,40,1,-77.3376543152286,NA
"41",17,9,11,1,7,16,2,14,12,13,10,NA,NA,NA,NA,NA,NA,-78.2508642436453,0.5,0.694214876033058,0.68503937007874,3,84,37,3,-77.3376543152286,0.401234221603876
"42",2,12,14,17,16,9,10,7,1,13,15,NA,NA,NA,NA,NA,NA,-80.0088793657671,NA,0.68503937007874,0.68503937007874,0,87,40,0,-78.2508642436453,NA
"43",10,11,16,14,13,2,9,17,1,12,6,NA,NA,NA,NA,NA,NA,-78.2174068282845,0.4,0.688524590163934,0.677165354330709,2,84,38,3,-78.2508642436453,1
"44",10,11,16,14,13,2,9,17,1,12,6,8,NA,NA,NA,NA,NA,-77.841591600606,0.428571428571429,0.691666666666667,0.677165354330709,3,83,37,4,-78.2174068282845,1
"45",10,11,16,14,13,2,9,17,12,6,8,NA,NA,NA,NA,NA,NA,-78.1110776388736,0.375,0.689075630252101,0.669291338582677,3,82,37,5,-77.841591600606,0.763771943027395
"46",10,11,16,14,13,2,9,17,12,6,NA,NA,NA,NA,NA,NA,NA,-78.5634599147306,0.333333333333333,0.685950413223141,0.669291338582677,2,83,38,4,-78.1110776388736,NA
"47",10,11,16,14,13,2,9,17,12,6,8,5,NA,NA,NA,NA,NA,-79.2185551252704,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-78.1110776388736,NA
"48",10,11,16,14,13,2,9,17,12,6,8,5,NA,NA,NA,NA,NA,-79.1550457611059,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-78.1110776388736,NA
"49",6,11,8,13,16,12,14,17,10,2,5,NA,NA,NA,NA,NA,NA,-80.0829064163245,0,0.682539682539683,0.677165354330709,0,86,40,1,-78.1110776388736,NA
"50",10,11,16,14,13,2,9,17,12,6,8,1,NA,NA,NA,NA,NA,-77.8491177026823,0.428571428571429,0.691666666666667,0.677165354330709,3,83,37,4,-78.1110776388736,1
"51",10,11,16,14,13,2,9,17,12,6,8,1,5,NA,NA,NA,NA,-78.9787571637575,0.333333333333333,0.685950413223141,0.669291338582677,2,83,38,4,-77.8491177026823,NA
"52",10,11,16,14,13,2,9,17,12,6,8,1,3,NA,NA,NA,NA,-77.4721732948356,0.555555555555556,0.703389830508475,0.692913385826772,5,83,35,4,-77.8491177026823,1
"53",10,11,16,14,13,2,9,17,12,6,8,1,3,5,NA,NA,NA,-78.4036954412327,0.428571428571429,0.691666666666667,0.677165354330709,3,83,37,4,-77.4721732948356,0.393953598707674
"54",10,11,16,14,13,2,9,17,12,6,8,1,3,5,4,NA,NA,-79.7029225602119,0.333333333333333,0.685483870967742,0.677165354330709,1,85,39,2,-78.4036954412327,0.272742509103144
"55",5,8,1,6,14,16,10,2,3,9,11,4,17,12,15,NA,NA,-79.6701872741239,0.333333333333333,0.685483870967742,0.677165354330709,1,85,39,2,-79.7029225602119,1
"56",5,8,1,6,14,16,10,2,3,11,4,17,12,15,NA,NA,NA,-80.2566815907113,NA,0.68503937007874,0.68503937007874,0,87,40,0,-79.6701872741239,0.55627399097591
"57",5,8,1,6,14,16,10,2,3,11,4,17,12,15,9,NA,NA,-79.588944287694,0.333333333333333,0.685483870967742,0.677165354330709,1,85,39,2,-80.2566815907113,1
"58",5,8,1,6,14,16,10,2,3,11,4,17,12,15,NA,NA,NA,-80.1714320197922,NA,0.68503937007874,0.68503937007874,0,87,40,0,-79.588944287694,NA
"59",5,8,1,6,14,16,10,2,3,11,4,17,12,15,9,7,NA,-78.970936091462,0.666666666666667,0.693548387096774,0.692913385826772,2,86,38,1,-79.588944287694,1
"60",5,8,1,6,14,16,10,2,3,11,4,17,12,9,7,NA,NA,-77.870719774652,0.777777777777778,0.720338983050847,0.724409448818898,7,85,33,2,-78.970936091462,1
"61",17,7,1,9,2,4,11,6,10,16,3,5,14,12,15,NA,NA,-79.3800145341893,0.333333333333333,0.685483870967742,0.677165354330709,1,85,39,2,-77.870719774652,NA
"62",5,8,1,6,14,16,10,2,3,11,4,17,12,9,7,13,NA,-79.0643103733925,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-77.870719774652,NA
"63",5,8,1,6,14,16,10,2,3,11,4,17,9,7,NA,NA,NA,-78.5954713253202,0.8,0.704918032786885,0.708661417322835,4,86,36,1,-77.870719774652,NA
"64",5,8,1,6,14,16,10,2,3,11,4,17,12,9,NA,NA,NA,-78.6143624803232,0.571428571428571,0.7,0.692913385826772,4,84,36,3,-77.870719774652,0.475379091599961
"65",5,8,1,6,14,16,10,2,11,4,17,12,9,NA,NA,NA,NA,-79.0847032902305,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-78.6143624803232,0.624789297610896
"66",5,16,2,12,1,10,11,14,9,6,17,8,7,NA,NA,NA,NA,-76.77463249222,0.7,0.717948717948718,0.716535433070866,7,84,33,3,-79.0847032902305,1
"67",5,1,9,10,17,12,16,11,8,7,14,2,13,NA,NA,NA,NA,-78.8243949381246,0.4,0.688524590163934,0.677165354330709,2,84,38,3,-76.77463249222,NA
"68",5,16,2,12,1,10,11,14,9,6,17,8,7,3,NA,NA,NA,-76.3784380821178,0.692307692307692,0.728070175438597,0.724409448818898,9,83,31,4,-76.77463249222,1
"69",5,16,2,12,1,10,11,14,9,6,17,8,7,3,13,NA,NA,-77.7496876329153,0.5,0.697478991596639,0.68503937007874,4,83,36,4,-76.3784380821178,0.253789638294637
"70",5,16,2,12,1,10,11,14,9,6,17,8,7,3,13,15,NA,-78.9858904559552,0.4,0.688524590163934,0.677165354330709,2,84,38,3,-77.7496876329153,NA
"71",5,16,2,12,1,10,11,14,9,6,17,8,7,3,NA,NA,NA,-76.2553998413621,0.727272727272727,0.724137931034483,0.724409448818898,8,84,32,3,-77.7496876329153,1
"72",5,16,2,12,1,10,11,14,9,6,17,8,7,3,15,NA,NA,-77.6065636362691,0.555555555555556,0.703389830508475,0.692913385826772,5,83,35,4,-76.2553998413621,NA
"73",11,6,12,14,16,2,1,17,7,5,10,3,9,15,NA,NA,NA,-78.0102176180693,0.5,0.694214876033058,0.68503937007874,3,84,37,3,-76.2553998413621,NA
"74",5,16,2,12,1,10,11,14,9,6,17,8,7,3,4,NA,NA,-77.8551816453771,0.714285714285714,0.708333333333333,0.708661417322835,5,85,35,2,-76.2553998413621,NA
"75",3,10,17,6,14,1,8,7,9,5,2,12,11,15,NA,NA,NA,-76.4027919708767,0.666666666666667,0.721739130434783,0.716535433070866,8,83,32,4,-76.2553998413621,0.862955520731775
"76",3,10,17,6,14,1,8,9,5,2,12,11,15,NA,NA,NA,NA,-77.3544198651868,0.636363636363636,0.71551724137931,0.708661417322835,7,83,33,4,-76.4027919708767,NA
"77",12,15,1,7,6,10,11,8,2,14,3,5,9,4,NA,NA,NA,-77.9610686956706,0.555555555555556,0.703389830508475,0.692913385826772,5,83,35,4,-76.4027919708767,NA
"78",3,10,17,6,14,1,8,7,9,5,2,12,11,NA,NA,NA,NA,-75.1214627907415,0.769230769230769,0.736842105263158,0.740157480314961,10,84,30,3,-76.4027919708767,1
"79",3,10,17,6,1,8,7,9,5,2,12,11,NA,NA,NA,NA,NA,-75.3847368035524,0.611111111111111,0.73394495412844,0.716535433070866,11,80,29,7,-75.1214627907415,0.76853128104012
"80",1,2,7,3,5,17,8,12,6,11,10,14,NA,NA,NA,NA,NA,-76.077115135912,0.666666666666667,0.721739130434783,0.716535433070866,8,83,32,4,-75.3847368035524,NA
"81",3,10,6,1,8,7,9,5,2,12,11,NA,NA,NA,NA,NA,NA,-74.7949756161943,0.625,0.72972972972973,0.716535433070866,10,81,30,6,-75.3847368035524,1
"82",3,10,6,1,8,7,5,2,12,11,NA,NA,NA,NA,NA,NA,NA,-75.724041689819,0.571428571428571,0.716814159292035,0.700787401574803,8,81,32,6,-74.7949756161943,NA
"83",3,10,1,8,7,9,5,2,12,11,NA,NA,NA,NA,NA,NA,NA,-76.1416035015897,0.692307692307692,0.728070175438597,0.724409448818898,9,83,31,4,-74.7949756161943,0.260115924103925
"84",3,10,1,8,7,9,5,2,12,11,6,NA,NA,NA,NA,NA,NA,-74.8778407030143,0.666666666666667,0.732142857142857,0.724409448818898,10,82,30,5,-76.1416035015897,1
"85",9,5,2,10,6,3,7,12,11,8,14,NA,NA,NA,NA,NA,NA,-74.1152571388014,0.611111111111111,0.73394495412844,0.716535433070866,11,80,29,7,-74.8778407030143,1
"86",9,5,2,10,6,3,7,12,11,8,14,15,NA,NA,NA,NA,NA,-76.0502313348207,0.538461538461538,0.710526315789474,0.692913385826772,7,81,33,6,-74.1152571388014,NA
"87",9,5,2,10,6,3,7,12,11,8,14,16,NA,NA,NA,NA,NA,-75.6204899393736,0.666666666666667,0.732142857142857,0.724409448818898,10,82,30,5,-74.1152571388014,0.22196561409467
"88",5,16,11,12,9,8,3,14,6,7,10,1,NA,NA,NA,NA,NA,-77.4465829118295,0.714285714285714,0.708333333333333,0.708661417322835,5,85,35,2,-75.6204899393736,0.161041533944659
"89",5,16,11,12,9,8,3,14,6,7,10,1,17,NA,NA,NA,NA,-77.465119256602,0.666666666666667,0.702479338842975,0.700787401574803,4,85,36,2,-77.4465829118295,0.981634396664604
"90",5,16,11,12,8,3,14,6,7,10,1,17,NA,NA,NA,NA,NA,-78.618473853469,0.666666666666667,0.702479338842975,0.700787401574803,4,85,36,2,-77.465119256602,0.31557636028147
"91",5,16,11,12,8,3,14,6,7,10,1,17,15,NA,NA,NA,NA,-79.664141669117,0.666666666666667,0.693548387096774,0.692913385826772,2,86,38,1,-78.618473853469,NA
"92",5,16,11,12,8,3,14,6,7,10,1,17,15,NA,NA,NA,NA,-79.6688474242431,0.5,0.691056910569106,0.68503937007874,2,85,38,2,-78.618473853469,NA
"93",5,16,11,12,8,3,14,6,7,10,1,17,15,NA,NA,NA,NA,-79.6082618631998,0.5,0.688,0.68503937007874,1,86,39,1,-78.618473853469,NA
"94",5,16,11,12,8,3,14,6,7,10,17,NA,NA,NA,NA,NA,NA,-78.5025496843956,0.75,0.699186991869919,0.700787401574803,3,86,37,1,-78.618473853469,1
"95",5,16,11,12,8,3,14,6,7,10,17,9,NA,NA,NA,NA,NA,-77.422399384941,0.857142857142857,0.716666666666667,0.724409448818898,6,86,34,1,-78.5025496843956,1
"96",5,11,12,8,3,14,6,7,10,17,9,NA,NA,NA,NA,NA,NA,-75.9930461768925,0.6,0.709401709401709,0.700787401574803,6,83,34,4,-77.422399384941,1
"97",5,11,12,8,3,14,6,7,10,17,9,15,NA,NA,NA,NA,NA,-77.864135854469,0.666666666666667,0.711864406779661,0.708661417322835,6,84,34,3,-75.9930461768925,NA
"98",5,11,8,3,14,6,7,10,17,9,NA,NA,NA,NA,NA,NA,NA,-77.0268710909469,0.636363636363636,0.71551724137931,0.708661417322835,7,83,33,4,-75.9930461768925,0.355644047801874
"99",10,3,8,9,17,6,7,14,11,15,NA,NA,NA,NA,NA,NA,NA,-77.4348430152371,0.625,0.705882352941177,0.700787401574803,5,84,35,3,-77.0268710909469,NA
"100",14,7,9,17,3,11,10,6,5,1,NA,NA,NA,NA,NA,NA,NA,-77.5493766338178,0.6,0.709401709401709,0.700787401574803,6,83,34,4,-77.0268710909469,NA
"101",5,11,8,3,14,7,10,17,9,NA,NA,NA,NA,NA,NA,NA,NA,-78.1524761307158,0.625,0.705882352941177,0.700787401574803,5,84,35,3,-77.0268710909469,0.324456099115829
"102",5,9,3,17,14,8,10,7,12,NA,NA,NA,NA,NA,NA,NA,NA,-77.9040937230561,0.714285714285714,0.708333333333333,0.708661417322835,5,85,35,2,-78.1524761307158,1
"103",9,8,10,12,17,14,5,7,15,NA,NA,NA,NA,NA,NA,NA,NA,-79.7672516210497,1,0.69047619047619,0.692913385826772,1,87,39,0,-77.9040937230561,NA
"104",5,9,3,17,14,8,10,7,12,2,NA,NA,NA,NA,NA,NA,NA,-76.7238744599909,0.666666666666667,0.721739130434783,0.716535433070866,8,83,32,4,-77.9040937230561,1
"105",9,8,14,12,3,7,10,2,5,11,NA,NA,NA,NA,NA,NA,NA,-75.4050639937184,0.571428571428571,0.716814159292035,0.700787401574803,8,81,32,6,-76.7238744599909,1
"106",9,8,14,12,3,7,10,2,5,11,6,NA,NA,NA,NA,NA,NA,-74.0704154905788,0.611111111111111,0.73394495412844,0.716535433070866,11,80,29,7,-75.4050639937184,1
"107",9,8,14,12,3,7,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,-73.2218319447759,0.846153846153846,0.745614035087719,0.755905511811024,11,85,29,2,-74.0704154905788,1
"108",8,14,12,3,7,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,-74.0197626864071,0.846153846153846,0.745614035087719,0.755905511811024,11,85,29,2,-73.2218319447759,0.45025970447562
"109",3,6,14,2,8,5,7,11,4,NA,NA,NA,NA,NA,NA,NA,NA,-77.8462952680018,0.857142857142857,0.716666666666667,0.724409448818898,6,86,34,1,-74.0197626864071,NA
"110",3,12,11,14,7,2,5,8,13,NA,NA,NA,NA,NA,NA,NA,NA,-77.1463928370909,0.75,0.714285714285714,0.716535433070866,6,85,34,2,-74.0197626864071,NA
"111",8,14,12,3,7,2,5,11,6,16,NA,NA,NA,NA,NA,NA,NA,-75.9565086169268,0.75,0.730434782608696,0.732283464566929,9,84,31,3,-74.0197626864071,NA
"112",8,14,3,7,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.895720283664,0.769230769230769,0.736842105263158,0.740157480314961,10,84,30,3,-74.0197626864071,NA
"113",14,12,3,7,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.7001134223349,0.625,0.72972972972973,0.716535433070866,10,81,30,6,-74.0197626864071,NA
"114",8,3,6,11,14,12,7,2,15,NA,NA,NA,NA,NA,NA,NA,NA,-74.7559145504357,0.625,0.72972972972973,0.716535433070866,10,81,30,6,-74.0197626864071,NA
"115",3,8,6,2,14,5,11,7,4,NA,NA,NA,NA,NA,NA,NA,NA,-77.8898185665116,1,0.713114754098361,0.724409448818898,5,87,35,0,-74.0197626864071,NA
"116",8,14,12,3,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.9905092004405,0.833333333333333,0.739130434782609,0.748031496062992,10,85,30,2,-74.0197626864071,NA
"117",8,12,3,7,2,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.2028816859102,0.733333333333333,0.741071428571429,0.740157480314961,11,83,29,4,-74.0197626864071,0.832669062636474
"118",6,5,2,8,12,11,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.6484054466314,0.5,0.697478991596639,0.68503937007874,4,83,36,4,-74.2028816859102,NA
"119",8,5,6,12,11,7,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.5069844390962,0.571428571428571,0.7,0.692913385826772,4,84,36,3,-74.2028816859102,NA
"120",7,6,2,5,11,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.7128023050349,0.571428571428571,0.7,0.692913385826772,4,84,36,3,-74.2028816859102,NA
"121",8,12,3,7,2,5,11,6,13,NA,NA,NA,NA,NA,NA,NA,NA,-76.9883666930336,0.555555555555556,0.703389830508475,0.692913385826772,5,83,35,4,-74.2028816859102,NA
"122",2,5,8,7,12,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.6247094000322,0.642857142857143,0.725663716814159,0.716535433070866,9,82,31,5,-74.2028816859102,NA
"123",7,3,6,5,2,8,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.0971642268294,0.769230769230769,0.736842105263158,0.740157480314961,10,84,30,3,-74.2028816859102,NA
"124",8,12,3,7,2,5,11,6,1,NA,NA,NA,NA,NA,NA,NA,NA,-74.9914488847406,0.625,0.72972972972973,0.716535433070866,10,81,30,6,-74.2028816859102,0.454495530711767
"125",3,6,1,11,12,5,2,8,15,NA,NA,NA,NA,NA,NA,NA,NA,-77.9355765893274,0.4,0.692307692307692,0.669291338582677,4,81,36,6,-74.9914488847406,NA
"126",8,12,3,7,2,5,11,6,1,15,NA,NA,NA,NA,NA,NA,NA,-76.9537184626859,0.454545454545455,0.698275862068966,0.677165354330709,5,81,35,6,-74.9914488847406,NA
"127",8,12,3,7,2,5,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.1052691203134,0.714285714285714,0.734513274336283,0.732283464566929,10,83,30,4,-74.9914488847406,NA
"128",8,12,3,7,2,5,11,6,1,14,NA,NA,NA,NA,NA,NA,NA,-74.6552971168004,0.785714285714286,0.743362831858407,0.748031496062992,11,84,29,3,-74.9914488847406,1
"129",8,12,3,7,2,5,6,1,14,NA,NA,NA,NA,NA,NA,NA,NA,-75.2733316394733,0.692307692307692,0.728070175438597,0.724409448818898,9,83,31,4,-74.6552971168004,0.539002794937976
"130",8,12,3,7,2,5,6,1,14,13,NA,NA,NA,NA,NA,NA,NA,-76.9944143603469,0.888888888888889,0.728813559322034,0.740157480314961,8,86,32,1,-75.2733316394733,NA
"131",8,12,3,7,5,6,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.0357837437728,0.636363636363636,0.71551724137931,0.708661417322835,7,83,33,4,-75.2733316394733,NA
"132",8,3,7,2,5,6,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.1487163925602,0.75,0.730434782608696,0.732283464566929,9,84,31,3,-75.2733316394733,NA
"133",8,12,3,7,2,5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.2463564446578,0.75,0.730434782608696,0.732283464566929,9,84,31,3,-75.2733316394733,NA
"134",2,14,12,8,3,1,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,-78.3503287116096,1,0.713114754098361,0.724409448818898,5,87,35,0,-75.2733316394733,NA
"135",8,12,3,7,2,5,6,1,14,10,NA,NA,NA,NA,NA,NA,NA,-76.0144624130014,0.727272727272727,0.724137931034483,0.724409448818898,8,84,32,3,-75.2733316394733,NA
"136",8,12,3,7,2,5,6,1,14,16,NA,NA,NA,NA,NA,NA,NA,-76.8769066345993,1,0.73728813559322,0.755905511811024,9,87,31,0,-75.2733316394733,NA
"137",14,8,6,12,1,3,7,2,17,NA,NA,NA,NA,NA,NA,NA,NA,-74.4355757102189,0.666666666666667,0.743119266055046,0.732283464566929,12,81,28,6,-75.2733316394733,1
"138",1,17,2,3,12,8,6,14,16,NA,NA,NA,NA,NA,NA,NA,NA,-76.3536166856918,0.769230769230769,0.736842105263158,0.740157480314961,10,84,30,3,-74.4355757102189,NA
"139",14,8,6,12,1,3,7,2,17,16,NA,NA,NA,NA,NA,NA,NA,-75.5949530250227,0.733333333333333,0.741071428571429,0.740157480314961,11,83,29,4,-74.4355757102189,NA
"140",7,2,14,8,6,1,17,12,4,NA,NA,NA,NA,NA,NA,NA,NA,-77.5425152949179,0.875,0.722689075630252,0.732283464566929,7,86,33,1,-74.4355757102189,NA
"141",2,6,12,3,14,8,7,17,5,NA,NA,NA,NA,NA,NA,NA,NA,-75.8278769017987,0.714285714285714,0.734513274336283,0.732283464566929,10,83,30,4,-74.4355757102189,NA
"142",14,8,6,12,1,3,7,2,17,15,NA,NA,NA,NA,NA,NA,NA,-75.8096879095265,0.833333333333333,0.739130434782609,0.748031496062992,10,85,30,2,-74.4355757102189,NA
"143",14,8,6,12,3,7,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.3443340027092,0.769230769230769,0.736842105263158,0.740157480314961,10,84,30,3,-74.4355757102189,1
"144",14,8,6,12,3,7,2,17,9,NA,NA,NA,NA,NA,NA,NA,NA,-73.8450616746626,0.75,0.747747747747748,0.748031496062992,12,83,28,4,-74.3443340027092,1
"145",14,6,12,3,7,2,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.9851632140797,0.785714285714286,0.743362831858407,0.748031496062992,11,84,29,3,-73.8450616746626,0.869269965751843
"146",14,6,12,3,7,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.3288792566381,0.75,0.730434782608696,0.732283464566929,9,84,31,3,-73.9851632140797,0.260874444604604
"147",6,12,3,7,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.7701355588828,0.714285714285714,0.708333333333333,0.708661417322835,5,85,35,2,-75.3288792566381,0.643227824708739
"148",6,12,3,7,17,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.6086415039955,0.75,0.699186991869919,0.700787401574803,3,86,37,1,-75.7701355588828,NA
