BCAS1,HERC1,VTN,AREG,CISH,GRB14,RAP2C,INSIG2,FRAS1,SYNPO2L,MGAT5B,TMC7,MT1X,SESTD1,MT1M,RBPMS-AS1,LINC00052,Response
-1.61878429031389,-0.415103192053869,-0.295346447843776,0.091107349006748,-1.56037167265826,-0.599732613784098,-0.461343854852892,0.12454069497596,0.921165230856577,-0.202627281286483,-0.140298285364405,-0.476581144180686,0.211505328175669,-0.427233866196906,0.41050058841263,0.246389646900468,0.429390033594907,0
-0.195638252492383,-0.644537618982756,-0.150018789394798,0.529183234665191,0.947403078348699,-0.523118028740524,-0.91919397605119,0.557913277771449,-0.941211923974911,1.79310177021504,-0.021811751673957,-0.172440668795237,-0.818065205909673,0.331893979104284,-1.15341156992902,-0.572328583366815,-0.96709482812401,0
-1.23974339842433,-0.347721029963885,-0.427474410684836,0.531374164968227,1.46553979447055,0.932503688209146,-0.514329212266723,-0.808298505038431,-0.460693584413166,-0.268251901403421,0.372946059118769,-1.26766648642997,1.80793287896143,-0.964385335882286,1.31539024431262,-1.39902253168635,2.05419824526908,0
-0.432554465238084,-0.145936195007355,2.4708415029961,-1.47541931720171,-0.244977361984329,-1.25963451589033,-0.265732110053536,-0.136342144221616,-0.036065407134379,0.855990736217462,-1.37325439414965,-1.35577504993652,-1.06521620471404,0.830073664197845,-1.48120744443804,0.118592475769181,-0.529742761336482,0
-1.53538465011799,-0.695158819798311,0.535065217734271,0.439614247256867,0.693538561155983,-0.190497557548716,-1.24362224912251,-1.13552398657987,-0.107842173250846,-0.502826600886287,0.46211710401053,-1.50957306889299,1.278450622168,-1.87007332058216,1.19516393311807,0.816506681961724,-0.96709482812401,0
0.270469164882792,-1.22078424065599,0.023287398690682,-0.592477146238825,0.432354386505679,-1.03447446398594,-0.726316255943395,-0.579207978233786,-2.08352081971071,1.50273474164433,-0.238730495602462,0.605094197781592,-0.973780579513448,0.326070911984348,-0.234068925245717,1.120121419977,-0.40380372969388,0
1.13304075028835,-1.74093623782685,2.80060354942802,-1.47783515278018,-1.20957321439656,-1.1165074779516,-0.711632140780534,1.58381325477163,-0.51342599084165,-0.787614145276929,0.498538826573906,-0.646340903422091,-0.171444332897838,0.619739742036026,-0.766653489205005,1.66430988181684,2.54980844003411,0
-1.66606479054841,-0.380295991027938,-0.605577863777529,1.55385849479383,1.33287454946547,-0.686575015648364,-0.778462776028379,-0.478848979615817,-0.258586131060032,-1.00542333333787,-0.681321833085479,-0.148771284089258,-0.091843332824349,-1.21085361064023,0.304273028754588,2.28156446023699,-0.96709482812401,0
-0.550360904684891,-1.04613077052445,0.355848249937916,-0.45791089915335,-0.520124192010301,0.755981286623362,3.30440404068958,0.588011597404842,-0.77660383330139,-0.503091261167162,-0.060025958656589,-0.874001471716368,-0.634820871670348,-0.814274572506006,-0.572302430777216,-0.506874956456536,2.80949289907223,0
-0.848445424749915,-0.694094541515046,-0.335406502496978,1.98353887359432,0.519019935325744,-2.27302444944648,-0.5829362596534,-0.577597950709148,-1.02540202011419,-0.30886873872551,-0.9386209193659,-1.81223036171073,-0.805350651128535,-0.822971741420282,-0.920249901654112,0.640193449908021,0.131313559775243,0
-0.172743249340419,0.198461262754305,0.267837862898515,0.155997002314879,-0.49381369853091,-0.040756632529922,-0.017919218941101,0.38791891337789,0.916362364318921,-1.34181002667898,0.584583241331865,0.255455092415105,0.449203195074326,0.020214107171953,1.15439990954159,-0.188867373547477,-0.418218638895681,0
